"","namePlayerBREF","urlPlayerBioBREF"
"1","Brandon Clarke","https://www.basketball-reference.com/players/c/clarkbr01.html"
"2","Bruno Fernando","https://www.basketball-reference.com/players/f/fernabr01.html"
"3","Cam Reddish","https://www.basketball-reference.com/players/r/reddica01.html"
"4","Cameron Johnson","https://www.basketball-reference.com/players/j/johnsca02.html"
"5","Carsen Edwards","https://www.basketball-reference.com/players/e/edwarca01.html"
"6","Coby White","https://www.basketball-reference.com/players/w/whiteco01.html"
"7","Cody Martin","https://www.basketball-reference.com/players/m/martico01.html"
"8","Darius Bazley","https://www.basketball-reference.com/players/b/bazleda01.html"
"9","Darius Garland","https://www.basketball-reference.com/players/g/garlada01.html"
"10","De'Andre Hunter","https://www.basketball-reference.com/players/h/huntede01.html"
"11","Eric Paschall","https://www.basketball-reference.com/players/p/pascher01.html"
"12","Goga Bitadze","https://www.basketball-reference.com/players/b/bitadgo01.html"
"13","Grant Williams","https://www.basketball-reference.com/players/w/willigr01.html"
"14","Ja Morant","https://www.basketball-reference.com/players/m/moranja01.html"
"15","Jalen McDaniels","https://www.basketball-reference.com/players/m/mcdanja01.html"
"16","Jarrett Culver","https://www.basketball-reference.com/players/c/culveja01.html"
"17","Jaxson Hayes","https://www.basketball-reference.com/players/h/hayesja02.html"
"18","Jordan Poole","https://www.basketball-reference.com/players/p/poolejo01.html"
"19","Kevin Porter","https://www.basketball-reference.com/players/p/porteke01.html"
"20","Kevin Porter Jr.","https://www.basketball-reference.com/players/p/porteke02.html"
"21","Matisse Thybulle","https://www.basketball-reference.com/players/t/thybuma01.html"
"22","Nassir Little","https://www.basketball-reference.com/players/l/littlna01.html"
"23","Nickeil Alexander-Walker","https://www.basketball-reference.com/players/a/alexani01.html"
"24","RJ Barrett","https://www.basketball-reference.com/players/b/barrerj01.html"
"25","Romeo Langford","https://www.basketball-reference.com/players/l/langfro01.html"
"26","Rui Hachimura","https://www.basketball-reference.com/players/h/hachiru01.html"
"27","Sekou Doumbouya","https://www.basketball-reference.com/players/d/doumbse01.html"
"28","Ty Jerome","https://www.basketball-reference.com/players/j/jeromty01.html"
"29","Tyler Herro","https://www.basketball-reference.com/players/h/herroty01.html"
"30","Zion Williamson","https://www.basketball-reference.com/players/w/willizi01.html"
